Lyrics,Release date,Artist,Track
aap rocky you know these big mouth niggas dont know how to act i got my west coast connection these dead in the street industry mothafuckas talking bout we cant eat talking bout we brand new guys tell them niggas suck a dick  aap rocky im camo down to my boxers gold teeth a bathing ape its animals in my projects like monkeys orangutans banana clip on that chopper i hold heat bangers bang let chiquita speak bet it keep the peace that lil b brrangadang i dont care if you blue or you red flagging hair swinging my pants sagging hoes all on my bandwagon your bitch gagging she jet lagging all my cuz niggas whats cracking all my blood niggas whats popping i aint set tripping i just happen to know who clickclacking you mismatching fuck swag and you been jacking fuck fly i am fashion tryna cop that benz wagon my bitch drive it and my friends crash it niggas threat with the chitchatting see a nigga dont shit happen im finna blow on that bin laden so talk money pig latin suck my fuckin dick bitch  aap rocky brand new clip brand new nine brand new bitch brand new ride brand new weed brand new high brand new me meet the brand new guys brand new clip brand new nine brand new bitch brand new ride brand new weed brand new high brand new me meet the brand new guys  schoolboy q be the big toy now which nigga want it with the fat boy clippedup like im paranoid high as hell nigga fitzroy pull it off through the city like errt seen that ho nigga like errrr hopped up on a nigga like murk put that pussy nigga in a purse you wouldnt be the first cover him with dirt put him in the ground he was down to earth napped up nigga i been down since birth backpack full of random work with two bad hoes ill teach you how to jerk teach you how to jerk swaggin in my js pop me a pill and throw that pussy a rave my prerogative ways nappy chin hairs with the brand new fade brand new nigga with the brand new venue sold that bitch out shoulda made that ho bigger killing careers make these cupcakes remember my objective is to serve your agenda biggie and nas put they ass in a blender sprinkle some and came out this nigga equipped with a gat and the dick in your mouth balls in my hands and your bitch in my house twisting up weed im digging her out just filling her out do all that shit you be talking about while you gone shit netflix on your couch what this popcorn about microwave oven while you out there cuffin you over there lovin that bitch be my stuffing likelike we really be fucking  aap rocky brand new clip brand new nine brand new bitch brand new ride brand new weed brand new high brand new me meet the brand new guys  schoolboy q asap rocky brand new shirt to the brand new drawers brand new socks to the brand new glock this mothafucka hold slap that ho in tell the clip get lost bitch im a boss pulled up clean dont you hear the exhaust got my tie on gripping on my iron who im bout to fire on rap game fucked up boy fuck you think i rap for crack game fucked up boy fuck you think i trap for riding round with that mask on like a mac attack when that strap on like a shaq attack on that backboard clap on clap off blue pit in my back yard red nose my bad broad titan full of that hydro pretty nigga no catwalk big burner in your big mouth pussy niggas suck lead off i pull it up then skirt off vodka shots he smeared off ounce of that cristal rose that rick ross got it jumping like kriss kross mismatching no jigsaw no horseplay when we quick draw pussy nigga get a tit job hands up stick your mans up your times up the new brands up q,"October 31, 2011",A$AP Rocky,Brand New Guy
i just i just live i live day by day fighting demons  i smoked away my brain i think im going dumb cocaine up on my gums i think theyre going numb im having stomach pains now im throwing up cause im a microphone fiend give me the bass give me the beat and let me lean tap the vein let it stream feel the pain young martin luther king with a dream that one day that my team we can make it with this rapping now we swagging making money in manhattan trick whats happening they try to intellect with indirection just to test you a rebel until my death its in my flesh its in my vessels fuck the clique you with im finna fuck the bitch you next to fuck a metrosexual suck a dick im disrespectful you know the kid get it getget sick spit clip spit quick split shit hit kids women oh thats your girl huh well i just hit it its aap nigga live with it swag  demons posted all around me i cant beat em all alone thinking bout you thinking bout you add it to your thoughts these evil thoughts they starting to drown me lord dont leave me all alone thinking bout you thinking bout you add it to your thoughts demons posted all around me i cant beat em all alone thinking bout you thinking bout you add it to your thoughts these evil thoughts they starting to drown me lord dont leave me all alone thinking bout you thinking bout you add it to your thoughts interlude aw yeah aw yeah let the beat chill aw yeah aw yeah let the beat chill aw yeah aw yeah let the beat chill aw yeah aw yeah im a hipster by heart but i can tell you how the streets feel  demons posted all around me i cant beat em all alone thinking bout you thinking bout you add it to your thoughts these evil thoughts they starting to drown me lord dont leave me all alone thinking bout you thinking bout you add it to your thoughts demons posted all around me i cant beat em all alone thinking bout you thinking bout you add it to your thoughts these evil thoughts they starting to drown me lord dont leave me all alone thinking bout you thinking bout you add it to your thoughts,"October 31, 2011",A$AP Rocky,Demons
aap rocky i get so high i touch the sky til i cant even function i get so high i fuck around and wanna leave the function the only thing thats on my mind is im gon leave with something but its nothing and we roll one with the tussin and we gon get get get get get lit lit lit lit get get get get lit lit lit lit get get get get lit lit lit lit get get get get lit lit lit lit  aap rocky its about to go down drunker than a bitch afterparty with my niggas slumber party with your bitch finna hit the lick takin sips let the syrup sit let it get the mix every day we gettin gettin lit that purrp purp and i get lit methazine tell em sip this im on that memphis that trip six shit bitches a box of them swishers gold slabs on them s in the back seat full of bitches tryna hit licks we gon get lit  we about to get lit get get lit get get lit get lit get get lit get get lit we about to get lit get get lit get get lit get lit get get lit get get lit we about to get lit get get lit get get lit get lit get get lit get get lit we about to get lit get get lit get get lit get lit get get lit get get lit we about to get lit interlude fat tony young niggas mayne young nigga out here niggas staying in the trap nigga niggas mad how a young nigga out here tryin to do his thang mayne you know pimp thing young player out here in these streets mayne tryna make this shit happen dawg young niggas aint never understand how we stay so throwed in this hoe nigga niggas so throwed like we dont know no better nigga we disobedient nigga mama wanna grab the switch we like fuck that nigga we out here mayne coming down coming live  aap rocky just light the candle on the nightstand sitting by the lotion i got her open got her floating off this purple potion just take a hit no time to quit because you gotta smoke this i gotta focus when i pour it cause its kinda potent she like them all gold slugs no diamonds on it i chunk the deuce im coming down and i be riding spokes and i be that pretty mothafucka and you got to know this this now we gotta go get get now we gotta go get  we about to get lit get get lit get get lit get lit get get lit get get lit we about to get lit get get lit get get lit get lit get get lit get get lit we about to get lit get get lit get get lit get lit get get lit get get lit we about to get lit get get lit get get lit get lit get get lit get get lit we about to get lit  fat tony young nigga from the southside of htown fat tony up in this bitch fuckin with aap rocky in this bitch out in ny harlem in this bitch you know how young niggas connect from state to state feeling great nigga puttin it in ya face nigga out in the morning making this shit happen dawg young niggas aint never understand how we stay so throwed in this hoe nigga niggas so throwed like we dont know no better nigga we disobedient nigga mama wanna grab the switch we like fuck that nigga we out here mayne coming down coming live,"October 31, 2011",A$AP Rocky,Get Lit
yeah yeah alright yeah  smoking rolling reefer up i adjust the tweakers up break it break it down break it down so i can beat it up where the welcome back where the welcome mat my sneaker tough this is for my old head go on turn your speakers up rocky where you been i been tryna make my ends meet so i can cop that bathing ape or jeremy scott or deep bottles full of rose riding in the benz jeep blowing money fast now im finna think im big meech i met with my old head we sat for a while we rolled a couple swishers we chat for a while i said im just on my grind i come to houston all the time he said whats been goin down in your new york state of mind fine you ever got days you feel like giving up like how you gon eat when this gig is up when the chips is down and the jig is up but i dont give a fuck roll another swisher up cause i just came here down south so i could get these pounds out and move my mother nice somewhere closer than a townhouse and my beats banging kicking harder than a roundhouse i spoke with my old head and this is what i found out  life is just a bitch a bitch is like a ho hoes want the money money come and goes friends turn to foes foes they be fake if you listen when ya old head talkin youll be straight life is just a bitch a bitch is like a ho hoes want the money money come and goes friends turn to foes foes they be fake if you listen when ya old head talkin youll be straight  now my old head old age bald head rogaine code red codeine nose red cocaine pimpin bitches since lemon chicken shrimp lo mein gold chains afros platforms soul train and he told me bout that rapping trapping in the old days when pac hung with suge before that rat tat tat tat nose rings and im so high i could fuck around and grow wings and we sipping on something purpler than soul plane we sip slow slow swing tip foes and chrome wings told me i should head home and do my own thang then i heard my phone rang hold up thats my old dame pick it up i hit you back miss me and i miss you back she said harlem miss you too and they cant wait to get you back you should come on home leave the drugs alone and stick to rap just dont come back flossin cause that type of shitll get you clapped  life is just a bitch a bitch is like a ho hoes want the money money come and goes friends turn to foes foes they be fake if you listen when ya old head talkin youll be straight life is just a bitch a bitch is like a ho hoes want the money money come and goes friends turn to foes foes they be fake if you listen when ya old head talkin youll be straight  life is just a bitch a bitch is like a ho hoes want the money money come and goes friends turn to foes foes they be fake if you listen when ya old head talkin youll be straight life is just a bitch a bitch is like a ho hoes want the money money come and goes friends turn to foes foes they be fake if you listen when ya old head talkin youll be straight,"October 31, 2011",A$AP Rocky,Houston Old Head
chace infinite fuck the bullshit my nigga yall niggas started this shit aap started it yall finish it dont let these mothafuckin devils come between yall they start tryna separate shit make this shit they shit or something that its not yall niggas got the mothafuckin plan build the mothafuckin plan keep the team straight and keep that shit g dont let these mothafuckas come in between yall yall got the power keep the power in yall mothafuckin hands fuck these niggas man go get it ya feel me keep it g  aap rocky this is music for the villains sophisticated children aap in the house now were finna run the building working never chilling til i get a million to the ceiling now my niggas gunning for a billion they ask me how im living i say im gold grilling niggas acting different mothafuck a friendship these bitches is persistent talking bout im distant lost my mind a long time ago to find it need forensics for instance i getget my dick licked red bone complexion like a piglet kisskiss fuck ace we sip cris afford it cause im getting it dripdrip the thought of it is ignorant isnt it hahahah im ticklish stunting is my business swagging on you hoes and im shitting on you niglets so little homie peep game cause these other rappers lame and dont care to do the same young blood  spaceghostpurrp aap rocky hey young blood stay true to the game fuck them lames keep it mothafuckin g hey young blood nigga imma tell you like a mothafuckin g told me hey young blood stay true to yourself every day lowmothafuckinkey hey young blood cause at the end of the day fuck what you say nigga imma keep it g uh uh uh  spaceghostpurrp well let me tell you bout a nigga like me i be smoking choking black locing with the oe she wanna take a dick ride we slide straight to the telly shaking her jelly with my dick inside hit it in motion in slow motion hit it nigga shes open nigga im poking split it with it get it right there in the bed open up your legs let me beat that pussy red fuck what you said imma still do me groupies be sucking and fucking porno movie do we have a problem in here look a nigga in the eye as i notice the fear i am severe my style is hella sharp like a spear all i do is sit back and think with a beer and you gotta feel the funk while the bass plays loud booming all in your damn trunk  spaceghostpurrp aap rocky hey young blood stay true to the game fuck them lames keep it mothafuckin g hey young blood nigga imma tell you like a mothafuckin g told me hey young blood stay true to yourself every day lowmothafuckinkey hey young blood cause at the end of the day fuck what you say nigga imma keep it g uh uh uh,"October 31, 2011",A$AP Rocky,Keep It G
produced by beautiful lou  sample aap rocky faded drinking codeine and every fuckin day straight promethazine and shes all that i want gots to come faded drinking codeine and every fuckin day straight promethazine and shes all that i want fffaded drinking codeine and every fuckin day straight promethazine and shes all that i want gots to come leaning drinking codeine and every fuckin day straight promethazine and shes all that i want fffaded  aap rocky shes all that i need im filling your cup up with sprite and codeine she get me so high but im down on my knees was it your desire your life or that lean wait a minute cause aint shit changed just a different day this the kinda pain i just couldnt take away something like wayne cause you couldnt feel your face is you in it for the feeling or the taste wait a minute whats the mothafuckin problem me and my niggas mob throwing up gang signs fuck a goon and a goblin gold grill shining dont ask me how i got em styrofoam cups with jolly ranchers at the bottom  sample aap rocky faded drinking codeine and every fuckin day straight promethazine and shes all that i want gots to come faded drinking codeine and every fuckin day straight promethazine and shes all that i want fffaded drinking codeine and every fuckin day straight promethazine and shes all that i want gots to come leaning drinking codeine and every fuckin day straight promethazine and shes all that i want fffaded ughm wait a minute  aap ferg hey and now im blowing hella smoke talking on my cellaphone and i got that purple on me she sipping on my styrofoam cup telling me she wanna bone but i aint got no condoms on me she claiming im a pimp c cause im sipping big mo when im on that screw juice she sip it til its empty purple on the mustache now its time to screw you and i wanna chop and screw you girl moving like its turtle time feeling like the world is my mine and i be on my fergenstein i stay on my money grind then im going outta my mind flying through the purple sky and im in a different world and you kinda look like jasmine guy and im kissing on that pink juice sipping on that pimp juice  sample aap rocky shes all that i want faded drinking codeine and every fuckin day straight promethazine and shes all that i want gots to come faded drinking codeine and every fuckin day straight promethazine and shes all that i want fffaded drinking codeine and every fuckin day straight promethazine and shes all that i want gots to come leaning drinking codeine and every fuckin day straight promethazine and shes all that i want fffaded ughm wait a minute  aap rocky you can smoke that weed you can sip that lean get high shes all that i want you can smoke that weed you can sip that lean get high shes all that i want you can smoke that weed you can sip that lean get high shes all that i want you can smoke that weed you can sip that lean get high shes all that i want bitch,"October 31, 2011",A$AP Rocky,Kissin' Pink
ol dirty bastard im so happy you know um you know i looked at the crowd and you know i look at my fans i look at their faces they expressions and i know that damn well we are some partying mothafuckas  aap rocky tired of these rappers tired of these jackers tired of these dances by these fucking backpackers and im sick of all these hipsters im sick of phony niggas im sticking to these bitches cause im sick of all these sisters im sick and tired of tryna survive im sick and tired of my environment im sick and tired of feeling deprived im one of a kind when in my climate im sick and tired of your facade and all of your lying and your diamonds basically im tired of feeling sick and tired aap born in money makin manhattan every nigga on my block wanna be a main attrakion shout my nigga squadda shout my nigga mondre if you disrespect them niggas then im polishin the ninetrey and im coming to your casa for your madre and your padre comprende most of these niggas been gay or they strange they say i sound like andre mixed with kanye little bit of max little bit of wiz little bit of that little bit of this get off my dick  aap rocky im in your hood you aint got no ticket imma down to earth nigga we could kick it take a hit with me take a hit with me aint on stage behind the scene im probably mixing lean chilling with my niggas with my team come and take a sip with me take a sip with me  squadda b once again mister back selling crack its an honor keeping real nigga music on the map street raps new face sampled with no credits doubting myself cause i dont think the world can relate to my surprise everyone does so have faith half of the other side dont live it they push play the young illest alive harlem world to the bay it feels good waking up to money in the bank cause last year it was shoe box and lint i only write raps just to give you niggas hints every  a gift as you smoke like a chimney my album coming november thats years of memory and thats assuming imma live that long if i dont dont cry cause i aint live that wrong just an artist in a purest form i live that song an artist in the purest form i live that song bambino  aap rocky im in your hood you aint got no ticket imma down to earth nigga we could kick it take a hit with me take a hit with me aint on stage behind the scene im probably mixing lean chilling with my niggas with my team come and take a sip with me take a sip with me  mondre man why fuss id rather fuck treat her like my enemy i just wanna bust seven deuce waiting on the bus before the boys bend the corner tryna make a bust tryouts im tryna make the bucks purple and the green got me on stuck so i twostep move my feet and keep it pushing always bouncing back got it keep the cushion and thats something fat like eating all the pudding aap we got it slap bruh good looking fuck that aap where i come from ice city slums weed in my pocket coke in his tongues buying swisher sweets no more honey buns fresh white tee bright like the sun only nigga round here rocking  aap rocky im in your hood you aint got no ticket imma down to earth nigga we could kick it take a hit with me take a hit with me aint on stage behind the scene im probably mixing lean chilling with my niggas with my team come and take a sip with me take a sip with me  ol dirty bastard this go out to all the rappers this go out to the little darlings the little kids running around in the schoolyards i love you keep it good keep it good kids cause you know i love you imma always love you forever,"October 31, 2011",A$AP Rocky,Leaf
,"October 31, 2011",A$AP Rocky,Live.Love.A$AP [Mixtape Art]
get money addict imma get money tatted money in the attics money in the stashes money in the cabinets stuffed in the mattress safe full of guns more money up in that shit taz arnold tia jeremy scott adidas maison martin margiela three strap sneakers riding with a leecher student and a teacher its money over bitches no room for a skeezer thinking of a lambo bathing ape camo play with the money turn rocky into rambo patience is a virtue life is a handful friends theyll hurt you learned that from my grandfolks me under a lamp post while i got my hands closed haze to my brains like eggs got it scrambled yeah i feel rihanna and i understand hov what you think i rap for to push a fucking land rove now im looking back when you said i shouldnt rap some slept on me other niggas took a nap now im in the basement probably cooking crack gave you teaspoons full but instead you took a cap they say tyga and diggy but rocky been jiggy curreny from the wiz aint enough to get me home cant really hate when they compare me to drake could have been j cole if i met jhov  who dat asap but im fly like i never left yous a lie like fly without the letter f if hip hop is dead fuck it let it rest reincarnated through me when she resurrect long hair blue jeans live on ustream high top boots like pac in a juice scene no it aint a movie diamonds in by new gleam dead tone cause the redbones is my new thing  nigga i do things let the coupe sing niggas say im insane saddam hussein niggas still jokers me im on my bruce wayne fly kicks my shit yeah im on that liu kang i aint bragging but i do this my shoes is bermudas im bougie in that gucci but my nudies is my newest and your foolishness and rumors i give two shits i only hear the money save the bullshit for the qtips swag is the coolest my bitch is the rudest my jeweler is jewish and my wrist is the bluest and i get it poppin on the block like whoo kid asap standing on the block like the new kids,"October 31, 2011",A$AP Rocky,Out of This World
goddamn how real is this i know them harlem niggas gon be feeling this east coast nigga but how trill is this still dont give a shit my ignorance is still a bliss goddamn how real is this i know them harlem niggas gon be feeling this east coast nigga but how trill is this still dont give a shit my ignorance is still a bliss  stone cold love rose gold slugs i could afford it i imported stone cold drugs stone cold rolling stone im a stoned nigga write it on my tombstone i was stoned nigga dont remember me as a wannabe new orleans nigga slash lean sipping tennessee nigga nah influenced by houston hear it in my music a trill nigga to the truest show you how to do this my all gold grills give her cold chills said shes got a coke feel cause im so trill two dope boy scales but i sold pills no deal put her on her feet toenails them vampires them bloodsuckers them thirsty killers we bout it bout it we rowdy rowdy that percy miller for really real we chilly chill dont sport chinchilla no bounty hunters im bout to killa im bout my skrilla give me the title then give me the cash fold it then bag it then move to the trap follow my stash stealing my swag niggas is wickity wickity wack like kriss kross her lip gloss slipons get slipped off my bitch boss cristal we smoking then thinking then burning that hash puff it and pass making it last walk in my shoes and then cross in my path game was for grabs making em crash took in a section aint giving it back fuck the money fuck the fame this is real life an insight to my trill life clams  goddamn how real is this i know the whole world gon be feeling this east coast nigga but how trill is this still dont give a shit my ignorance is still a bliss,"October 31, 2011",A$AP Rocky,Palace
produced by aap ty beats  i be that pretty mothafucka harlems what im reppin tell my niggas quit the bitchin we gon make it in a second never disrespected plus im well connected with this coke that i imported just important as your president swagger so impressive and i dont need a necklace but these bitches get impressed when you pull up in that them s them benzes i gets get the freshest raf simons rick owens usually what im dressed in blowing blunts rolling doobies up smoking sections groupies rush hold they boobies up in my direction quit with all the fronting you aint round my clique for nothing cause our presence is a present just to kick it is a blessing  this is the way it goes this is the way we roll cause every day we on our pesos pesos this is the way it goes this is the way we roll cause every day we on our pesos pesos gun cock gunshot gonna lick a boy gun cock gunshot gonna lick a boy gun cock gunshot gonna lick a boy cause every day we on our pesos  yo yo yo your bitch just said im hot man i told her i agree she gon really think im hot if i told her my degrees pull up in that hardtop showing off my keys graduate school of hardknocks i can show you my degrees couple a b cs bad bitch double ds popping e i dont give a f told you im a g asap stevie got it on his sleeve but i got it on my chest my nigga this is what i breathe inhale exhale cocaine x pills import export harlem catching rec still so mami show me how that neck feel feel later show me how the rest feel for now just chill  this is the way it goes this is the way we roll cause every day we on our pesos this is the way it goes this is the way we roll cause every day we on our pesos gun cock gunshot gonna lick a boy gun cock gunshot gonna lick a boy gun cock gunshot gonna lick a boy cause every day we on our pesos cause every day we on our pesos cause every day we on our pesos,"November 16, 2011",A$AP Rocky,Peso
